Loc_x,Loc_y,Floor,Mag_x,Mag_y,Mag_z,
4.651657896,38.9865527,4,-3.180430694,22.7848697,-34.38453484,41.37102443
6.550068353,32.89549186,4,-0.300149565,25.41625401,-32.55135239,41.29971671
6.82416709,30.37355567,4,0.115714885,25.60046576,-31.89980543,40.90225939
7.098265828,27.85161949,4,0.063989693,24.92651983,-31.24825847,39.97235473
7.372364565,25.3296833,4,-0.034554063,24.25257391,-31.01065662,39.36812619
7.646463302,22.80774712,4,-0.133097819,23.57862799,-30.85870512,38.83592531
7.920562039,20.28581094,4,-0.231641576,22.90468207,-30.70675363,38.3090438
8.194660776,17.76387475,4,-0.330185332,22.23073615,-30.55480213,37.78770415
8.468759514,15.24193857,4,-0.428729089,21.55679023,-30.40285063,37.27213893
8.742858251,12.72000238,4,-0.527272845,20.88284431,-30.25089913,36.76259106
9.016956988,10.1980662,4,-0.625816601,20.20889838,-30.09894764,36.25931424
9.291055725,7.676130012,4,-0.724360358,19.53495246,-29.94699614,35.76257322
9.793425399,3.053911501,4,-3.261337191,15.14673789,-26.3263148,30.54725585
1.9922712,1.067645904,4,2.636669465,21.17097853,-35.29121331,41.23872082
2.508520771,3.675673393,4,-0.544947851,0.627627737,-13.69198506,13.71719139
3.024770343,6.283700882,4,-3.484452013,22.91941301,-33.49317057,40.73368843
3.541019915,8.891728371,4,-3.426308658,22.46572792,-33.77602135,40.70955834
4.057269486,11.49975586,4,-3.368165304,22.01204283,-34.05887214,40.6925219
4.573519058,14.10778335,4,-3.298983466,22.67656155,-34.34172293,41.28515071
5.089768629,16.71581084,4,-2.515726139,23.39213443,-34.62457371,41.86146122
5.606018201,19.32383833,4,-1.732468813,24.1077073,-34.79540874,42.3663011
6.122267773,21.93186582,4,-0.949211486,24.82328017,-33.56825664,41.76031722
6.638517344,24.5398933,4,-0.16595416,25.53885305,-32.34110454,41.20931446
7.154766916,27.14792079,4,0.043676468,24.78759662,-31.13128574,39.7942685
7.671016488,29.75594828,4,-0.141925161,23.51825734,-30.84509363,38.78850825
8.187266059,32.36397577,4,-0.327526789,22.24891806,-30.55890152,37.80169429
8.703515631,34.97200326,4,-0.513128418,20.97957878,-30.27270941,36.83534935
9.219765203,37.58003075,4,-0.698730047,19.7102395,-29.98651731,35.89112683
9.910755015,41.07082381,4,-0.947154145,18.52219764,-29.60345485,34.93327132
8.540385253,38.12633114,4,-0.454479917,21.38067896,-30.36314363,37.13839625
7.170015492,35.18183847,4,0.038194312,24.75010387,-31.12283242,39.76430306
5.799645731,32.2373458,4,-1.438695821,24.37609417,-34.33514602,42.13271965
4.429275969,29.29285313,4,-3.326267535,22.47662639,-34.2626928,41.11198009
3.058906208,26.34836046,4,-3.480607412,22.88941408,-33.51187345,40.7318741
0.379974206,20.59218001,4,-7.642541562,21.11143235,-29.81538499,37.32369488
0.977265511,23.46223646,4,-4.811730617,23.72664569,-30.30415681,38.78721937
1.574556815,26.33229291,4,-3.64778441,24.19387461,-31.32241071,39.74598486
2.171848119,29.20234937,4,-3.580513613,23.66896926,-32.34066462,40.23628676
2.769139424,32.07240582,4,-3.513242816,23.14406392,-33.35311155,40.7482591
3.366430728,34.94246228,4,-3.445972018,22.61915858,-33.68036474,40.71692555
3.963722032,37.81251873,4,-3.378701221,22.09425323,-34.00761792,40.69508231
4.678145323,41.24540845,4,-3.140243792,22.82158388,-34.39904718,41.40024479
3.136369212,42.10693628,4,-3.471883029,22.82133885,-33.55431508,40.72787177
2.935188839,39.30690298,4,-3.49454126,22.9981381,-33.44408927,40.73859695
2.734008467,36.50686969,4,-3.51719949,23.17493734,-33.29902776,40.72190643
2.532828095,33.7068364,4,-3.539857721,23.35173659,-32.95605826,40.54548027
2.331647723,30.90680311,4,-3.562515951,23.52853583,-32.61308876,40.37198381
2.130467351,28.10676981,4,-3.585174182,23.70533508,-32.27011926,40.20145498
1.929286979,25.30673652,4,-3.607832412,23.88213433,-31.92714976,40.03393169
1.728106606,22.50670323,4,-3.630490643,24.05893357,-31.58418026,39.86945184
1.526926234,19.70666994,4,-3.653148873,24.23573282,-31.24121076,39.70805324
1.325745862,16.90663664,4,-3.675807104,24.41253206,-30.89824126,39.54977361
1.12456549,14.10660335,4,-4.113614991,24.37159208,-30.55527176,39.3003939
